MoM Simulation Results
Geometry file: FordCar/FordCar.msh
Geometry format: msh
Frequency: 1.000000e+08 Hz
Tolerance: 1.000000e-06
Max iterations: 100
Mesh density: 3 elements/wavelength
Surface mesh: 4360 triangles (this determines 3D surface current plot points)

Basis functions: 4360
Iterations: 1
Converged: Yes

Current distribution (per basis function):
Index, Re(J), Im(J), |J|, Phase_deg
615, -3.080929792729e-02, -8.254701074915e-02, 8.810914721181e-02, -110.467252
616, -4.206758325155e-02, -7.686663067067e-02, 8.762511324550e-02, -118.691014
617, -3.129680741513e-02, -6.568202046832e-02, 7.275725370835e-02, -115.477320
618, -3.295902629005e-02, -9.707645388334e-02, 1.025189509923e-01, -108.753181
619, 6.817149441959e-04, -5.169391688156e-03, 5.214148606505e-03, -82.487454
620, -3.089496451148e-03, -9.183779467744e-04, 3.223105082801e-03, -163.444990
621, -1.486518869385e-03, -1.186982746860e-03, 1.902279261933e-03, -141.392695
622, 2.508036795913e-04, -1.370553790183e-03, 1.393312663217e-03, -79.629931
623, 1.710998852270e-04, 1.633830309290e-04, 2.365780748933e-04, 43.678364
624, -7.412159781440e-04, 1.114616087812e-05, 7.412997795483e-04, 179.138470
625, -3.150579964475e-04, -1.367674522772e-04, 3.434630651582e-04, -156.534216
626, 1.884919747329e-04, 6.845324149294e-04, 7.100097546004e-04, 74.604642
627, 3.725159132257e-04, 4.704866540102e-04, 6.001048218504e-04, 51.628973
628, -1.467082263357e-02, -5.328227433963e-02, 5.526512277694e-02, -105.394442
629, -1.901409827108e-03, 5.971870199064e-04, 1.992985616448e-03, 162.563753
630, 1.478800752518e-04, -9.852916598123e-07, 1.478833576036e-04, -0.381743
631, 1.529012552140e-03, 2.942881653492e-03, 3.316388368551e-03, 62.545279
632, 4.573063048989e-03, 4.883074159510e-05, 4.573323746615e-03, 0.611776
633, -2.552076922699e-04, -3.092306268280e-04, 4.009420740732e-04, -129.532819
634, 8.705016116835e-04, -5.716310069539e-04, 1.041410132491e-03, -33.291646
635, -6.922437565428e-04, -2.533396208485e-04, 7.371447496687e-04, -159.898950
636, 5.491536273397e-05, -1.349596376196e-05, 5.654943060781e-05, -13.807337
637, -4.530853549048e-04, -2.245113367685e-04, 5.056596475564e-04, -153.640819
638, -8.879376463899e-02, -2.927999760659e-01, 3.059675777316e-01, -106.870316
639, 9.217592700981e-02, -1.088120386243e+00, 1.092017571506e+00, -85.157969
640, 1.159250179571e-03, 8.611161227811e-03, 8.688841042981e-03, 82.332834
641, -9.183730608599e-03, -2.919005340564e-03, 9.636467198593e-03, -162.367388
642, -5.874026153159e-05, -1.896076466297e-04, 1.984980553689e-04, -107.212929
643, -2.277826004382e-05, -7.233363605468e-07, 2.278974212479e-05, -178.181152
644, -4.938676107647e-04, -1.248781884793e-04, 5.094112080827e-04, -165.809762
645, -5.396606061925e-05, -1.273522843923e-04, 1.383146414473e-04, -112.965004
646, 1.568600566488e-04, 1.075633061938e-04, 1.901971140980e-04, 34.439517
647, 6.736902157866e-05, 1.477059359718e-04, 1.623441670950e-04, 65.482161
648, 9.424613726806e-05, 1.146923370024e-03, 1.150789099313e-03, 85.302388
649, 1.469210799074e-04, -9.568913181575e-04, 9.681047456171e-04, -81.270975
650, -7.024014080380e-05, 6.132894831815e-05, 9.324654032160e-05, 138.874733
651, 7.516813795060e-05, -1.299632605452e-04, 1.501355988914e-04, -59.955774
652, 1.346414162496e-05, 1.953980575713e-05, 2.372945677262e-05, 55.430742
653, 4.623623107348e-04, -5.948029525693e-04, 7.533720586624e-04, -52.140757
654, -6.081244581423e-05, -1.407334833167e-04, 1.533103613340e-04, -113.369690
655, -8.030087970339e-06, 9.863633624827e-05, 9.896266539101e-05, 94.654245
656, -1.688038840967e-05, -3.331612668198e-05, 3.734851817610e-05, -116.870111
657, 3.072004366325e-05, -1.279081277600e-04, 1.315454682980e-04, -76.494910
658, -7.546762843060e-05, -2.196959478917e-05, 7.860042007610e-05, -163.769044
659, -2.504878178874e-04, 9.890215348417e-05, 2.693061136955e-04, 158.454001
660, -2.309994206201e-03, -6.934021973416e-04, 2.411820855694e-03, -163.291564
661, 3.824966000610e-04, 1.982852202033e-04, 4.308371822502e-04, 27.402103
662, 1.503676660054e-03, -8.723158826482e-04, 1.738383875072e-03, -30.118963
663, -3.471286282338e-03, 2.327423445498e-04, 3.479079972191e-03, 176.164181
664, 8.776303492687e-05, -2.917640207228e-04, 3.046778529659e-04, -73.258638
665, 3.273058536735e-04, -2.094480105687e-04, 3.885840848261e-04, -32.615799
666, -2.942640524166e-04, -5.581133225516e-04, 6.309372499339e-04, -117.800344
667, -1.526667626215e-04, -1.635003618032e-04, 2.236951244866e-04, -133.037504
668, 4.559432484928e-03, -4.651584427706e-03, 6.513498466469e-03, -45.573199
669, -2.498412345361e-02, -2.351458910909e-01, 2.364694409891e-01, -96.064892
670, 2.213947741350e-04, -2.704792404780e-03, 2.713838167424e-03, -85.320613
671, -1.019713984910e-03, 1.130903202579e-03, 1.522747078351e-03, 132.040382
672, 2.496040903820e-02, -1.304532211533e-01, 1.328196707142e-01, -79.168166
673, 2.125834506790e-03, 2.782542250716e-03, 3.501672989769e-03, 52.620534
674, 6.583578905184e-05, 3.255793058450e-05, 7.344637475072e-05, 26.313887
675, 5.433397135634e-05, -1.039939316390e-04, 1.173325115264e-04, -62.414169
676, -9.610341869967e-04, -2.318879434410e-04, 9.886145491999e-04, -166.434401
677, -7.008699238876e-06, 1.491784081963e-07, 7.010286671634e-06, 178.780658
678, -6.567792477727e-05, -3.360117693093e-04, 3.423704118604e-04, -101.059772
679, -1.123604535773e-05, -4.754826701078e-05, 4.885781832020e-05, -103.295562
680, 6.509069984417e-04, 1.265682942556e-04, 6.630983740978e-04, 11.003799
681, 4.087660666057e-04, -3.666166251064e-04, 5.490878317835e-04, -41.888491
682, -2.975903534599e-03, -2.637256302463e-03, 3.976320240136e-03, -138.452524
683, 2.193011800493e-04, 7.608520716289e-06, 2.194331268485e-04, 1.987045
684, -2.049621376353e-03, 1.413392769559e-03, 2.489704180710e-03, 145.410349
685, -5.374898895844e-04, 6.799630430303e-05, 5.417738262452e-04, 172.789976
686, -3.130595386082e-04, -4.773642316840e-04, 5.708615282227e-04, -123.257205
687, -9.086734437688e-04, -1.043753350601e-03, 1.383874446726e-03, -131.042261
688, 1.174756798665e-04, 6.846908469439e-05, 1.359726109148e-04, 30.235183
689, 1.288596697511e-04, -1.586735104781e-04, 2.044066961129e-04, -50.919750
690, 1.380290893252e-05, -3.078382594374e-06, 1.414202016676e-05, -12.572587
691, -2.503873347260e-04, -8.555953202892e-04, 8.914803247924e-04, -106.311952
692, -2.436556286235e-04, -5.222287487645e-04, 5.762733131042e-04, -115.012288
693, 3.921355394689e-05, 8.251662537913e-05, 9.136025545666e-05, 64.581996
694, -7.244639350138e-06, -8.003991647808e-05, 8.036711410230e-05, -95.171910
695, 6.649082343127e-04, 1.141885102599e-03, 1.321364653528e-03, 59.788186
696, -2.771594577320e-04, -2.790881309576e-04, 3.933288062826e-04, -134.801340
697, -3.267893261665e-04, 1.211314690852e-04, 3.485169959975e-04, 159.661696
698, 1.452549802376e-05, 1.033138027548e-05, 1.782491265715e-05, 35.422654
699, 4.689642402441e-05, -4.389392644053e-05, 6.423356883004e-05, -43.105881
700, 4.580574808862e-04, 2.839136084262e-04, 5.389096332832e-04, 31.791501
701, -4.429575127196e-04, 6.022127721133e-04, 7.475771404819e-04, 126.336335
702, -2.762297632118e-04, -3.605340703201e-04, 4.541890552905e-04, -127.458190
703, -6.344361882613e-06, -3.564603324644e-05, 3.620622341399e-05, -100.091955
704, 1.295030233455e-05, -6.530534934843e-04, 6.531818856051e-04, -88.863952
705, -1.466637241387e-05, -6.443761010384e-04, 6.445429869832e-04, -91.303860
706, -8.109333345376e-05, 9.759525508673e-04, 9.793158378557e-04, 94.749879
707, -9.919657839439e-05, 1.336224913507e-04, 1.664179418210e-04, 126.588877
708, -7.865361532002e-04, -4.249687830088e-03, 4.321861378328e-03, -100.485701
709, 1.428409423810e-04, 1.613752056486e-04, 2.155121616486e-04, 48.486416
710, 3.014150035760e-03, -3.177568160595e-03, 4.379730568573e-03, -46.511858
711, -3.226166470410e-03, -7.684922852679e-03, 8.334637925334e-03, -112.772891
712, 9.302142490203e-04, 2.473138155239e-03, 2.642292732454e-03, 69.387360
713, -4.016919498446e-03, 2.716186517453e-03, 4.849052634751e-03, 145.933975
714, 1.920720056069e-05, -4.337073091744e-05, 4.743349927732e-05, -66.113321
715, -1.734264061347e-03, -1.304180190954e-03, 2.169921151783e-03, -143.056547
716, 7.719164380098e-04, 5.789134410306e-04, 9.648812152154e-04, 36.868763
717, 1.731567509080e-04, 5.711272334873e-04, 5.967994447181e-04, 73.133526
718, 2.828305494551e-05, -1.863067546431e-04, 1.884413384125e-04, -81.367890
719, 5.851133212678e-05, 2.784172629094e-04, 2.844991182293e-04, 78.131607
720, -2.413524719071e-04, -1.567046820028e-04, 2.877627026862e-04, -147.005251
721, 1.376297825062e-06, -1.324378125897e-05, 1.331510186738e-05, -84.067101
722, 1.118572591565e-04, 1.927930575160e-04, 2.228928205492e-04, 59.877976
723, 3.475641944418e-04, 1.357791102976e-04, 3.731445243484e-04, 21.338554
724, -7.157228962875e-05, -3.006195930743e-05, 7.762933749623e-05, -157.216507
725, -9.650745964730e-07, 6.084232837622e-05, 6.084998185059e-05, 90.908743
726, 4.142198496139e-05, -2.768163501628e-05, 4.982021432427e-05, -33.754159
727, 9.735175627992e-04, -9.100607886635e-04, 1.332646646392e-03, -43.070465
728, -6.394294543954e-06, -9.881190118610e-05, 9.901857814939e-05, -93.702550
729, 5.863097233208e-05, 1.381460546175e-04, 1.500730599507e-04, 67.003004
730, -2.064557273943e-04, -3.591757722940e-05, 2.095567697021e-04, -170.130898
731, 3.381950303116e-06, 9.615505254086e-05, 9.621450886944e-05, 87.985632
732, 1.643909296154e-04, -5.685648187800e-04, 5.918533018360e-04, -73.873666
733, -9.141615359184e-04, -7.319049167394e-04, 1.171057693241e-03, -141.318197
734, 2.751028109429e-03, -7.180597511545e-03, 7.689547209146e-03, -69.037181
735, -9.575183968695e-04, -1.416149722529e-03, 1.709479896624e-03, -124.064280
736, 3.194817325801e-04, -7.411069475118e-04, 8.070366070400e-04, -66.679744
737, -2.915846632302e-03, -1.827070165299e-03, 3.440980524797e-03, -147.928732
738, 1.787793654657e-03, -8.824945399630e-03, 9.004213872298e-03, -78.547775
739, -6.954009102291e-04, 1.340592613478e-03, 1.510222162882e-03, 117.416966
740, 5.817563459929e-05, -1.178641066845e-04, 1.314395378323e-04, -63.729870
741, 2.623875279947e-04, 2.078416087040e-06, 2.623957596086e-04, 0.453840
742, 4.565378587802e-06, 1.861923985026e-05, 1.917077917695e-05, 76.223061
743, -1.055315887897e-03, 1.838737889529e-04, 1.071214821365e-03, 170.116245
744, 8.668061451174e-05, 1.432007738713e-04, 1.673917279003e-04, 58.813133
745, 2.564986028647e-05, 6.611424998941e-05, 7.091550877190e-05, 68.795606
746, 2.141219642080e-05, 1.379959399867e-05, 2.547373058841e-05, 32.800709
747, -7.122121145577e-05, -1.558312000945e-03, 1.559938701761e-03, -92.616830
748, 1.336288341679e-03, 2.730833715616e-04, 1.363906543694e-03, 11.549910
749, -2.946652033395e-05, -3.500983734603e-04, 3.513362305829e-04, -94.811041
750, 2.558641476407e-04, 3.453692554170e-04, 4.298213403674e-04, 53.467388
751, 2.341158404633e-05, -3.764965295198e-04, 3.772237254044e-04, -86.441773
752, -4.072396952566e-04, 2.599593365689e-04, 4.831387234140e-04, 147.448087
753, 5.501633789297e-04, -3.112919847296e-04, 6.321253382615e-04, -29.501934
754, -2.807185035699e-04, -2.334981509256e-05, 2.816879339116e-04, -175.245154
755, 1.768561599443e-04, -1.156542855825e-04, 2.113149665401e-04, -33.182498
756, 5.435688830156e-04, 2.439277360650e-04, 5.957918017266e-04, 24.168264
757, 4.394064657071e-04, 5.105025552460e-04, 6.735658104579e-04, 49.280331
758, 9.649432873293e-05, -1.916474136870e-04, 2.145690719804e-04, -63.274780
759, 6.054762478397e-04, -2.981552346876e-04, 6.749059420909e-04, -26.217061
760, 2.473400420420e-04, -8.690844354052e-04, 9.035955136348e-04, -74.113732
761, 4.243242736300e-04, -3.256823613604e-04, 5.349019439981e-04, -37.507384
762, -2.846433168807e-04, 2.182409056642e-04, 3.586793982793e-04, 142.522000
763, -2.235378255464e-04, 4.505398958042e-05, 2.280329393468e-04, 168.604715
764, -1.384232292273e-03, -1.821837525250e-03, 2.288053978248e-03, -127.227572
765, -1.151922796421e-03, -5.941929711118e-03, 6.052557709000e-03, -100.971460
766, 1.076286627133e-04, 6.545171715425e-05, 1.259676796479e-04, 31.304844
767, 1.188079352207e-04, 4.347367222589e-05, 1.265119980405e-04, 20.098359
768, -3.146715460983e-04, -7.630407714115e-04, 8.253783379519e-04, -112.410836
769, 1.137643038494e-05, 2.465334533272e-04, 2.467957997571e-04, 87.357927
770, 1.887328048341e-05, 4.090780171988e-04, 4.095131559199e-04, 87.358467
771, -1.909858949134e-04, -4.039862301557e-04, 4.468562254365e-04, -115.302606
772, -3.183148375761e-04, 2.318842931242e-04, 3.938205952192e-04, 143.927610
773, 1.795273690971e-04, -3.276215368857e-05, 1.824922874240e-04, -10.342166
774, -2.283958654691e-04, -2.229569831594e-04, 3.191778308450e-04, -135.690391
775, 7.166671746178e-04, 7.993251449635e-04, 1.073560676695e-03, 48.120905
776, 2.647881752939e-04, -2.441658681388e-04, 3.601801617794e-04, -42.679702
777, 5.068481751353e-04, -4.726968626367e-05, 5.090476361574e-04, -5.328108
778, 6.444080891301e-04, -3.307574588459e-04, 7.243357522023e-04, -27.170218
779, -1.528917522888e-04, -5.934943500807e-04, 6.128714640898e-04, -104.446027
780, -4.103914016539e-04, 2.836791464080e-04, 4.988937368400e-04, 145.346203
781, -3.798025936889e-04, 1.187310453311e-04, 3.979284751036e-04, 162.640102
782, 2.363182366702e-03, 7.773575121199e-04, 2.487753122788e-03, 18.208373
783, 9.492385231626e-06, 3.678389355880e-04, 3.679613945944e-04, 88.521764
784, -4.771814872585e-04, 2.465320706868e-05, 4.778179071582e-04, 177.042488
785, -4.162444378357e-05, -2.064520725993e-05, 4.646309183747e-05, -153.619159
786, 4.695306705656e-04, 2.203233369283e-04, 5.186534714017e-04, 25.137924
787, 2.609436540650e-04, 2.443431911605e-04, 3.574845250683e-04, 43.118307
788, 5.425791823443e-05, -8.381395324420e-04, 8.398939204049e-04, -86.296061
789, 3.301534130407e-05, -7.738056770700e-05, 8.412945393905e-05, -66.893903
790, -1.364360573026e-04, 8.131112667714e-05, 1.588278850007e-04, 149.206534
791, -2.859689014681e-05, -6.647564099002e-05, 7.236568918419e-05, -113.276698
792, -4.445791425813e-05, 1.577652559855e-04, 1.639096767624e-04, 105.737724
793, 4.205715737344e-05, -8.686282645547e-05, 9.650883434260e-05, -64.164709
794, 7.442877578428e-06, -2.114914229305e-05, 2.242058532642e-05, -70.611838
795, 1.705991872174e-04, -5.687865573410e-05, 1.798312101871e-04, -18.438655
796, -6.882807124921e-05, -3.409859883500e-05, 7.681157357063e-05, -153.645401
797, 2.333118218300e-04, 1.294049555238e-04, 2.667958933713e-04, 29.014670
798, 1.546496620935e-04, -1.014409823925e-04, 1.849507796534e-04, -33.262493
799, -6.782381015114e-05, -3.651728558101e-05, 7.702974340878e-05, -151.701358
800, -5.927639506537e-05, -6.307812690581e-05, 8.655946572092e-05, -133.220310
801, 1.725406388677e-04, 4.371638022712e-05, 1.779926795153e-04, 14.217752
802, -1.422542247345e-04, 5.442100452865e-06, 1.423582836092e-04, 177.809152
803, 5.362091092685e-05, 4.807985862169e-05, 7.201996177247e-05, 41.881387
804, -6.605684280941e-06, 6.049028871178e-05, 6.084989805459e-05, 96.232141
805, -1.916523303759e-04, -1.314979806402e-04, 2.324270523217e-04, -145.544901
806, 5.807734845171e-05, -4.569236970248e-04, 4.605998733239e-04, -82.756255
807, 5.976598491216e-05, -5.420520084260e-04, 5.453369167690e-04, -83.708053
808, 1.157578457142e-05, 5.133020315172e-06, 1.266280719272e-05, 23.913811
809, 2.166345979950e-05, -3.033852343113e-05, 3.727910265103e-05, -54.470969
810, 2.279431648306e-05, 4.562676536570e-05, 5.100375066274e-05, 63.454106
811, 9.007939309989e-05, 1.481606108499e-04, 1.733951085488e-04, 58.701036
812, -4.743859751613e-05, 7.142523711643e-06, 4.797328610038e-05, 171.437658
813, 3.249167490384e-04, 1.019528312905e-04, 3.405367434123e-04, 17.420887
814, -8.703881291897e-05, -9.833067519365e-06, 8.759248923957e-05, -173.554432
815, 4.679188938787e-05, -8.660958891404e-05, 9.844136226376e-05, -61.619323
816, 1.900724189481e-05, -2.076433738043e-05, 2.815018563520e-05, -47.529664
817, -4.789098747674e-05, 1.697102105257e-05, 5.080907632564e-05, 160.487315
818, -1.214412358412e-04, -5.101078320195e-04, 5.243643523833e-04, -103.391115
819, -4.489911454908e-04, 6.541076750884e-05, 4.537307761606e-04, 171.711241
820, 3.293793978455e-05, -5.426083407040e-04, 5.436071368910e-04, -86.526238
821, 1.837590238046e-04, -2.580944856125e-04, 3.168282536852e-04, -54.549760
822, 9.255931811294e-04, 6.040040268062e-04, 1.105234636334e-03, 33.126813
823, -9.871695582628e-04, 1.468125146135e-04, 9.980268790007e-04, 171.540935
824, -2.906145412683e-04, 4.382604426599e-04, 5.258602734539e-04, 123.548725
825, -2.133617837227e-04, -1.562984425835e-04, 2.644852621742e-04, -143.775312
826, -1.061437779333e-04, 4.122656107981e-06, 1.062238103597e-04, 177.775733
827, -1.168331737494e-04, -1.362045243367e-04, 1.794482179854e-04, -130.622249
828, 2.007224573449e-05, -1.463502766911e-05, 2.484107654071e-05, -36.096449
829, -9.599314703969e-05, 1.012125332739e-04, 1.394943051537e-04, 133.483923
830, -1.741124995936e-04, -1.250367889185e-04, 2.143580208385e-04, -144.316439
831, -2.016169552146e-05, -1.182829337052e-04, 1.199889427081e-04, -99.673276
832, 2.261146991483e-04, -5.623657447983e-05, 2.330030246159e-04, -13.966560
833, 3.890783556912e-04, -3.916593912967e-04, 5.520679719548e-04, -45.189413
834, 1.927922066907e-04, 7.959346756190e-05, 2.085760174114e-04, 22.433081
835, 2.027821296339e-04, 2.161685037359e-06, 2.027936512346e-04, 0.610758
836, -2.105833836645e-04, 1.404692301998e-04, 2.531342847354e-04, 146.294808
837, 1.996456188686e-04, -1.278589638857e-04, 2.370786531498e-04, -32.636702
838, -1.856496047754e-04, 8.882433594265e-05, 2.058046122149e-04, 154.431145
839, -8.526357229380e-05, 2.624768626151e-05, 8.921220653242e-05, 162.889450
840, -4.822547426079e-05, 3.818752315978e-06, 4.837643266022e-05, 175.472459
841, 8.324903039366e-05, -4.258342894044e-05, 9.350801827550e-05, -27.090590
842, -3.585884292999e-03, -1.760306509546e-03, 3.994652071248e-03, -153.853631
843, 1.931920207935e-03, -1.653735983568e-03, 2.543060831591e-03, -40.563736
844, 2.119785524628e-03, -1.537547336477e-03, 2.618690986414e-03, -35.954562
845, -4.568863994960e-03, 3.170317885772e-05, 4.568973987231e-03, 179.602433
846, 2.698929107478e-03, 1.342770452740e-04, 2.702267316918e-03, 2.848230
847, -2.813440671406e-03, 5.971908159872e-03, 6.601449498517e-03, 115.225712
848, 5.387860652712e-03, -4.339025656961e-03, 6.917816567734e-03, -38.845664
849, -1.463178804053e-03, 9.911311038033e-04, 1.767267121166e-03, 145.886991
850, -7.167572193500e-04, -4.120310181865e-04, 8.267469210333e-04, -150.107369
851, -7.789641335699e-04, -7.638828727900e-05, 7.827006399778e-04, -174.399258
852, 2.657133678571e-04, -3.158038496388e-04, 4.127174158000e-04, -49.923167
853, 8.064831485750e-04, 3.613431717194e-05, 8.072922381721e-04, 2.565410
854, 1.476039988168e-04, -4.195011851970e-04, 4.447113500333e-04, -70.615274
855, -5.183119915028e-04, -1.419058698934e-04, 5.373868219875e-04, -164.688507
856, 1.135771133087e-04, 3.685552910910e-04, 3.856588690264e-04, 72.872353
857, 2.378225145430e-04, -2.949883542054e-04, 3.789164519263e-04, -51.123898
858, 2.190349645114e-04, -6.008236476608e-05, 2.271259699691e-04, -15.339219
859, 7.259513419203e-04, 1.900487375336e-04, 7.504158003894e-04, 14.670383
860, -3.234742535770e-05, -2.164235962840e-04, 2.188276238407e-04, -98.500700
861, -2.723465822464e-04, -4.165321818343e-04, 4.976662730837e-04, -123.178378
862, -2.121007779243e-04, -2.090719408315e-04, 2.978217863743e-04, -135.412032
863, -2.154590306860e-04, 5.391159689917e-04, 5.805761120870e-04, 111.784242
864, -1.691682530735e-04, -2.485525538808e-04, 3.006597244204e-04, -124.239736
865, -1.630571673242e-04, 2.962957107414e-04, 3.381993317845e-04, 118.824826
866, 1.238286954978e-04, 5.722132257488e-05, 1.364105039427e-04, 24.801690
867, 3.923225189484e-05, 1.424834269705e-04, 1.477859822514e-04, 74.605316
868, -1.205509674462e-04, -1.575104507671e-05, 1.215756191563e-04, -172.555972
869, -7.339260009276e-06, 9.280996430699e-05, 9.309970038700e-05, 94.521447
870, 1.221319535259e-05, 7.794378536532e-05, 7.889484024824e-05, 81.094601
871, -6.670984028376e-05, 1.184732403043e-04, 1.359636402090e-04, 119.382965
872, -1.913588173507e-06, -3.114362745378e-04, 3.114421534052e-04, -90.352044
873, 8.055829154160e-05, -2.139800514436e-04, 2.286418613288e-04, -69.369863
874, -1.813720021276e-03, -7.540429640063e-03, 7.755492213413e-03, -103.524590
875, -4.500921702635e-04, -7.222120900202e-03, 7.236132479361e-03, -93.566137
876, -1.597844759680e-03, -3.706139163337e-03, 4.035910724243e-03, -113.322545
877, 8.046854108692e-04, -3.567438392775e-03, 3.657066487872e-03, -77.288867
878, -4.669592490693e-04, -9.537262667979e-04, 1.061906178658e-03, -116.087091
879, -2.997048786909e-04, -9.152853082455e-04, 9.631044646357e-04, -108.130735
880, 1.470695602048e-03, -8.539013568500e-03, 8.664738788729e-03, -80.227681
881, -7.177079234991e-04, -1.190067541732e-03, 1.389735736512e-03, -121.093409
882, 1.561865261910e-03, -1.192277682475e-02, 1.202464262709e-02, -82.536839
883, -3.736870906138e-04, -1.849894380227e-03, 1.887260252240e-03, -101.420325
884, -3.589993401114e-04, -8.877376948810e-04, 9.575796265132e-04, -112.018309
885, -1.186225214550e-04, -1.219551818050e-04, 1.701304469090e-04, -134.206347
886, 9.127270246032e-06, -8.771007522074e-04, 8.771482409405e-04, -89.403791
887, 2.075544405682e-05, -3.083940300341e-04, 3.090916793100e-04, -86.149703
888, 7.628399344770e-04, -3.883224186096e-03, 3.957442968018e-03, -78.886054
889, -8.170683801548e-04, -2.389359184229e-03, 2.525200595816e-03, -108.878703
890, -9.227599574121e-04, -3.532044000503e-03, 3.650591837016e-03, -104.641485
891, -4.796142632723e-04, -3.260528781617e-03, 3.295614931586e-03, -98.368032
892, 1.350873775935e-03, -1.202170840993e-02, 1.209736884831e-02, -83.588595
893, 2.593846246053e-03, -1.666929646108e-02, 1.686989872096e-02, -81.155351
894, -5.409322417441e-04, -3.650126595927e-03, 3.689990766446e-03, -98.429622
895, -2.183767191764e-03, -3.668332999323e-03, 4.269134120843e-03, -120.765437
896, -1.138954475984e-03, -6.613490020021e-03, 6.710847006398e-03, -99.771449
897, 2.797655650768e-03, -7.662424188227e-03, 8.157182208373e-03, -69.942172
898, 1.320690794267e-03, -3.091009302887e-03, 3.361333468223e-03, -66.864509
899, -1.639710547941e-03, -6.608288387439e-03, 6.808680201962e-03, -103.935326
900, -8.419178123278e-05, 1.039972278093e-04, 1.338046315311e-04, 128.992175
901, 6.460357129358e-05, 4.167732050339e-05, 7.688055975490e-05, 32.827037
902, -1.550979226820e-05, -2.185273430226e-04, 2.190770487859e-04, -94.059712
903, 4.424037758348e-04, 1.130602667754e-04, 4.566220809337e-04, 14.335621
904, 1.167360368496e-06, 2.044985331939e-05, 2.048314504695e-05, 86.732871
905, 4.374142996637e-04, -8.021506396188e-04, 9.136612710360e-04, -61.396280
906, 1.170968874486e-04, 4.763870291021e-05, 1.264164825690e-04, 22.138041
907, 2.525470927993e-05, -2.092488062215e-04, 2.107673201564e-04, -83.118130
908, 1.158598226957e-05, -7.446102275332e-05, 7.535700959182e-05, -81.155814
909, -4.917256708299e-05, 3.411652435393e-05, 5.984879771160e-05, 145.246617
910, -5.557249631650e-05, -2.038153171464e-05, 5.919213783842e-05, -159.859198
911, 5.488926740328e-05, -5.987185497446e-05, 8.122481575326e-05, -47.486051
912, -2.308293904260e-05, 1.518714942743e-06, 2.313284612670e-05, 176.235717
913, -9.268372909628e-05, -8.036791724381e-05, 1.226754896518e-04, -139.070786
914, 7.330166671645e-05, 1.017108381807e-05, 7.400395455274e-05, 7.899722
915, -1.464653613671e-04, -6.311010282737e-05, 1.594835012134e-04, -156.689391
916, 1.644503195705e-04, -2.740196612867e-06, 1.644731476087e-04, -0.954618
917, 3.592590267418e-05, 9.350253984480e-05, 1.001668380273e-04, 68.982036
918, 1.164009753749e-05, -6.522273099451e-05, 6.625327545914e-05, -79.881133
919, 1.760587536393e-04, 2.789290291048e-05, 1.782545897468e-04, 9.002519
920, -1.127191716886e-04, 5.792783399051e-05, 1.267329697317e-04, 152.800785
921, -4.030138612420e-04, -1.818541278371e-04, 4.421437505660e-04, -155.713418
922, 1.102991255247e-04, -3.506627847491e-05, 1.157391073821e-04, -17.636492
923, 2.719908917997e-05, -2.778420462282e-04, 2.791701866326e-04, -84.408898
924, 4.257047490769e-05, 2.448562042839e-04, 2.485292862224e-04, 80.137194
925, -6.896664720077e-06, 4.709951107569e-06, 8.351504277484e-06, 145.669592
926, -4.355702452766e-05, 2.915426832637e-04, 2.947784770812e-04, 98.497247
927, 5.594594133882e-05, -1.477982093635e-04, 1.580324619923e-04, -69.266881
928, 7.680170015653e-04, -1.050535468908e-03, 1.301335808362e-03, -53.830510
929, -2.204940638712e-04, 1.848696072980e-04, 2.877401673471e-04, 140.022405
930, 7.563613082533e-05, 6.598059659768e-05, 1.003706302342e-04, 41.099567
931, 4.643762207848e-04, -1.045022416374e-04, 4.759894882638e-04, -12.682449
932, -3.278521636218e-04, -2.316084362375e-04, 4.014094031384e-04, -144.761023
933, 2.010923918434e-04, 4.238236818157e-05, 2.055101340323e-04, 11.901515
934, 2.308541643388e-04, -3.600069016204e-04, 4.276664756640e-04, -57.330007
935, 6.649629077456e-05, -4.101088437434e-05, 7.812585566853e-05, -31.663771
936, -5.313597227738e-05, 2.522534901143e-05, 5.881963772934e-05, 154.604809
937, -2.584550737668e-04, 2.974206662644e-05, 2.601607496973e-04, 173.435486
938, -9.340331819975e-05, -1.469900701637e-04, 1.741558514017e-04, -122.433495
939, -2.544263537255e-04, -9.997833851045e-05, 2.733650263684e-04, -158.547362
940, -3.981154804206e-05, -4.875730810631e-05, 6.294628226733e-05, -129.232488
941, -6.484665498918e-05, -2.241359407448e-06, 6.488537859394e-05, -178.020417
942, 1.275565928281e-04, -5.831233968308e-05, 1.402533897388e-04, -24.567452
943, 6.771822028542e-05, -5.017107238488e-05, 8.427866789926e-05, -36.534006
944, 4.641697854478e-05, 5.940037178579e-05, 7.538527751170e-05, 51.995016
945, -6.213394897585e-05, -9.300637759664e-05, 1.118517496018e-04, -123.745347
946, 9.621372129587e-06, -1.166645334088e-04, 1.170606003621e-04, -85.285463
947, 4.435399677696e-05, 1.096839338959e-04, 1.183124777230e-04, 67.982573
948, -3.122470729280e-05, -3.349314395491e-05, 4.579053436580e-05, -132.992538
949, 9.488434027766e-05, -1.654105838118e-04, 1.906926827828e-04, -60.160159
950, -3.628932759654e-05, 7.854544233333e-05, 8.652341768994e-05, 114.797739
